months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_bind_year
339,48,OH,C,1000,1284.46,1000000,FEMALE,College,cross-fit,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,10,1,NO,2,4,NO,10300,16400,50590,Chevrolet,2015,Y,1998
154,22,OH,A,500,818.23,3000000,FEMALE,JD,cross-fit,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,15,4,?,2,3,YES,12600,16400,30000,Toyota,2001,Y,1999
129,32,OH,A,1000,595.33,3000000,FEMALE,College,chess,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,3,1,?,0,1,NO,3100,4800,55260,Ford,1993,Y,2001
208,23,OH,A,2000,1484.54,8000000,FEMALE,Associate,base-jumping,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,7,2,YES,2,1,NO,4800,8820,24600,Nissan,2011,Y,1994
369,44,IN,A,1000,1258.86,1000000,FEMALE,College,camping,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,3,1,?,1,2,YES,5400,6400,20300,Suburu,1996,Y,1997
10,41,IL,A,1000,1493.93,8000000,MALE,MD,base-jumping,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,8,1,NO,1,3,NO,7910,3700,29000,Jeep,2004,Y,1991
205,40,IN,A,2000,1551.45,2000000,FEMALE,College,skydiving,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,13,3,YES,2,2,NO,8300,0,46450,Mercedes,2000,Y,2007
12,31,OH,B,1000,1272.69,0,MALE,High School,cross-fit,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,6,2,?,1,1,NO,0,5400,34290,Nissan,2007,Y,2011
326,46,IN,B,500,1593.96,0,FEMALE,JD,cross-fit,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,13,1,YES,1,1,NO,12150,7370,54200,Accura,1994,Y,2003
429,57,OH,C,2000,1137.23,0,FEMALE,College,cross-fit,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,17,1,NO,1,2,NO,10100,13150,64800,Chevrolet,2008,Y,1998
382,63,IN,B,2000,1126.84,4000000,FEMALE,Associate,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,2,3,YES,1,0,YES,14400,9210,45400,Chevrolet,2000,Y,1998
336,41,IN,C,500,1441.11,9000000,MALE,High School,reading,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,2,4,NO,2,1,NO,360,8390,41300,Accura,2015,Y,1990
124,36,OH,B,2000,1566.46,5000000,MALE,PhD,chess,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,17,4,NO,1,2,NO,13200,2600,48200,Ford,2001,Y,2007
429,49,IL,C,2000,783.49,0,FEMALE,MD,chess,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,18,3,NO,1,0,YES,2030,3660,47200,BMW,2007,Y,1995
346,58,IL,A,500,1080.02,6000000,MALE,Masters,board-games,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,13,2,YES,2,1,NO,11720,14110,49400,Volkswagen,2011,Y,1992
282,29,OH,A,500,1454.0,7000000,FEMALE,Associate,base-jumping,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,0,3,YES,2,2,NO,3690,18830,48140,Nissan,2010,Y,1994
200,29,IN,B,2000,1017.01,0,FEMALE,JD,movies,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,4,3,YES,1,2,YES,5300,9770,51220,Ford,2010,Y,2007
18,23,OH,A,2000,1204.35,7000000,FEMALE,JD,skydiving,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,13,2,YES,2,0,NO,13220,0,35480,Ford,2009,Y,2011
620,62,OH,B,2000,1483.65,1000000,FEMALE,MD,chess,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,12,5,?,1,2,NO,7700,9600,59980,Saab,2010,Y,2009
78,44,IL,A,1000,1575.65,3000000,MALE,Masters,movies,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,2,1,?,2,1,YES,18900,9900,42600,Volkswagen,2010,Y,2012
585,61,OH,C,500,1173.85,1000000,FEMALE,MD,chess,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,2,2,?,1,1,NO,5100,0,27600,Volkswagen,2003,Y,1991
34,26,OH,A,500,988.48,5000000,MALE,JD,cross-fit,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,14,1,?,0,1,YES,18800,3700,69540,Chevrolet,2012,Y,1998
71,21,IN,C,500,408.81,2000000,FEMALE,College,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,9,3,?,1,3,YES,7520,14800,50500,Volkswagen,2010,Y,2003
190,51,OH,C,2000,1352.24,3000000,MALE,College,kayaking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,19,2,NO,3,1,NO,2990,6400,58500,Audi,2005,Y,1990
3,37,IL,B,500,1325.91,0,MALE,College,sleeping,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,0,2,YES,2,2,NO,8100,5400,26320,Honda,2008,Y,1991
76,37,OH,A,2000,809.0,0,MALE,College,reading,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,7,4,?,1,1,NO,6400,4750,54530,Mercedes,2009,Y,2009
290,44,IL,B,500,679.5,0,MALE,High School,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,6,2,?,2,0,NO,1600,12300,33700,Mercedes,2010,Y,1994
276,36,IL,C,2000,730.97,0,FEMALE,Associate,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,20,2,?,1,1,NO,890,3500,22050,Audi,2005,Y,2003
93,26,IN,B,1000,1155.8,3000000,MALE,College,hiking,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,16,4,YES,1,3,YES,10800,11980,32200,Chevrolet,1999,Y,2006
299,50,IN,C,2000,1273.22,1000000,MALE,High School,cross-fit,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,1,2,?,0,4,YES,1930,9130,30300,BMW,2008,Y,2007
388,32,IL,B,1000,1490.3,0,FEMALE,Masters,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,6,2,?,1,1,YES,0,10800,41800,Nissan,2000,Y,1998
127,37,IN,A,500,981.37,1000000,FEMALE,JD,yachting,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,10,1,YES,0,2,NO,2510,9690,29000,Toyota,2013,Y,2000
108,28,OH,B,500,1001.93,1000000,MALE,Masters,chess,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,6,4,YES,1,4,NO,6500,16780,64310,Jeep,2015,Y,1997
403,28,OH,B,500,1621.91,2000000,MALE,High School,chess,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,18,4,NO,1,1,NO,6620,5100,19440,Saab,1999,Y,1996
158,42,IN,B,1000,1285.15,0,MALE,College,reading,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,20,1,YES,0,3,NO,4750,8600,11020,Accura,2002,Y,2013
249,33,IL,A,1000,1080.25,2000000,FEMALE,Masters,camping,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,14,3,?,0,1,NO,8400,10020,49000,Mercedes,2002,Y,1994
147,45,OH,B,500,880.81,0,FEMALE,JD,skydiving,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,0,2,?,2,1,YES,18860,16100,75560,Suburu,2004,Y,1995
274,39,IL,B,1000,1197.61,4000000,FEMALE,PhD,board-games,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,8,2,?,2,3,NO,2900,0,45400,Chevrolet,2008,Y,1990
64,28,IL,B,1000,805.21,0,MALE,College,skydiving,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,4,2,?,1,2,YES,0,8990,54090,Suburu,2012,Y,1998
277,26,OH,B,2000,1392.67,0,MALE,High School,hiking,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,6,1,?,0,1,YES,5300,430,41900,Volkswagen,2001,Y,2012
412,47,OH,B,500,1631.98,2000000,FEMALE,High School,base-jumping,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,14,1,NO,0,2,NO,2800,13600,63200,Volkswagen,2001,Y,2008
497,59,OH,B,500,1070.11,0,MALE,PhD,movies,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,13,1,?,2,3,NO,5100,7800,51100,Nissan,2008,Y,1992
420,70,OH,A,2000,1434.79,0,FEMALE,JD,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,13,2,?,2,2,NO,300,7350,41400,Nissan,2008,Y,1997
407,54,OH,A,500,1739.19,2000000,MALE,MD,cross-fit,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,9,1,?,0,1,YES,9500,6700,42700,Saab,1997,Y,2004
335,42,OH,A,2000,1134.46,0,MALE,College,basketball,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,12,2,YES,0,3,YES,12620,15000,49800,BMW,2000,Y,2001
167,16,OH,B,2000,1606.7,1000000,FEMALE,Associate,board-games,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,9,1,?,1,2,YES,9300,11500,42100,Audi,2008,Y,2002
304,49,OH,B,1000,1382.35,0,FEMALE,High School,base-jumping,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,6,1,NO,2,1,NO,0,18400,46640,Volkswagen,1997,Y,2008
398,49,OH,C,500,720.54,4000000,FEMALE,MD,chess,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,0,2,?,0,1,NO,9900,8800,35640,Volkswagen,2001,Y,1991
224,34,IL,A,1000,1255.37,3000000,FEMALE,MD,bungie-jumping,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,4,1,?,2,2,NO,16100,11400,27500,Accura,2004,Y,1999
266,42,IL,C,2000,1039.84,1000000,MALE,High School,yachting,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,0,2,?,2,1,NO,5200,10540,65480,Saab,1993,Y,1993
335,64,OH,B,500,1166.54,0,MALE,PhD,movies,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,20,1,?,2,4,NO,6700,0,49130,Nissan,2002,Y,1992
67,41,IN,C,1000,1070.09,0,FEMALE,Masters,chess,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,19,2,NO,1,2,YES,7700,14140,62220,Nissan,2007,Y,2009
146,30,IL,C,1000,1007.24,10000000,MALE,High School,cross-fit,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,15,2,?,0,3,NO,11070,4950,38100,Jeep,2003,Y,2004
291,36,IN,C,500,1380.75,2000000,FEMALE,Associate,hiking,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,11,1,YES,1,3,NO,3700,3900,49810,Dodge,2005,Y,2006
312,37,OH,C,2000,1252.15,4000000,MALE,College,kayaking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,22,4,NO,2,2,NO,3500,6500,48830,Audi,2003,Y,1990
341,47,IL,A,1000,1157.6,0,FEMALE,High School,chess,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,21,1,?,0,1,YES,12820,1100,50900,Ford,1998,Y,2014
437,69,OH,B,1000,1024.86,2000000,MALE,PhD,movies,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,17,1,?,1,3,NO,7400,11030,44500,Nissan,2006,Y,1992
311,52,OH,A,500,792.13,0,FEMALE,Masters,base-jumping,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,15,1,YES,2,0,NO,3290,8400,41100,Audi,1998,Y,2002
196,30,OH,C,2000,1253.33,1000000,MALE,High School,exercise,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,15,2,?,2,2,NO,2400,21980,66830,Toyota,2004,Y,1993
250,41,IL,A,1000,1597.6,10000000,MALE,MD,base-jumping,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,11,1,NO,0,2,NO,9400,4000,34800,Jeep,2004,Y,1991
119,25,OH,A,500,1189.27,5000000,MALE,JD,cross-fit,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,12,1,?,1,1,YES,18750,7500,39610,Chevrolet,2009,Y,1998
48,35,IN,B,1000,1111.61,0,MALE,High School,kayaking,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,18,3,YES,0,3,YES,13900,10860,49300,Volkswagen,2000,Y,1997
350,34,IL,A,500,1534.25,6000000,MALE,PhD,basketball,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,8,3,?,2,2,NO,9100,1200,29400,Jeep,2011,Y,2010
393,37,IL,A,500,1568.61,7000000,MALE,PhD,basketball,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,1,3,?,2,2,NO,13180,5220,44800,Jeep,2008,Y,2010
92,29,IN,B,1000,1172.87,2000000,MALE,High School,kayaking,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,20,5,YES,0,5,YES,10980,6500,43360,Volkswagen,2009,Y,1997
369,41,IL,A,500,1379.46,1000000,FEMALE,JD,cross-fit,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,16,4,YES,3,3,NO,14900,5980,53200,Audi,2014,Y,1998
273,25,OH,B,2000,1503.76,0,FEMALE,PhD,dancing,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,20,2,?,0,2,YES,4600,800,48600,Suburu,1997,Y,2007
195,39,IN,B,500,1455.98,0,FEMALE,Associate,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,13,2,NO,0,2,YES,11730,7020,46450,Nissan,2000,Y,2012
176,38,IL,A,1000,1761.6,0,FEMALE,College,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,18,1,YES,2,1,NO,550,7200,41000,Chevrolet,1999,Y,2012
221,23,OH,B,2000,1508.04,0,FEMALE,PhD,dancing,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,18,4,?,1,1,YES,6960,3300,34500,Suburu,2006,Y,2007
306,46,IN,A,500,1596.31,0,FEMALE,JD,sleeping,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,9,3,YES,1,1,NO,17700,5700,20700,Saab,1995,Y,1999
51,26,OH,A,2000,1169.92,4000000,FEMALE,JD,skydiving,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,9,2,YES,1,1,NO,18500,0,29130,Ford,2008,Y,2011
337,31,IL,B,500,1581.37,0,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,7,4,?,0,2,NO,12200,5630,23700,Dodge,2010,Y,1994
232,34,IL,C,500,1556.31,7000000,MALE,High School,cross-fit,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,12,3,?,0,4,NO,10470,6200,28900,Jeep,2008,Y,2004
51,29,IN,B,1000,978.43,5000000,MALE,College,hiking,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,18,3,YES,3,3,YES,5600,9810,37700,Chevrolet,2002,Y,2006
5,16,OH,C,2000,1645.75,5000000,MALE,High School,reading,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,4,1,NO,3,1,NO,0,10700,35400,Chevrolet,2002,Y,1992
31,26,OH,B,2000,1380.9,0,MALE,High School,cross-fit,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,9,2,?,1,2,NO,100,9410,43200,Nissan,2009,Y,2011
354,56,OH,C,2000,848.86,0,MALE,College,kayaking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,11,3,NO,2,0,NO,9500,9470,49600,Audi,2007,Y,1990
202,35,IN,A,2000,1301.38,0,MALE,JD,polo,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,10,3,?,1,2,YES,7980,6800,37740,Audi,2010,Y,1995
361,43,OH,B,2000,1386.68,0,MALE,JD,board-games,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,16,3,NO,0,3,YES,7700,16060,48100,Mercedes,2014,Y,2003
141,43,IL,C,1000,1243.1,0,MALE,High School,yachting,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,0,1,?,0,2,NO,7500,16400,59910,Saab,2000,Y,1993
52,25,IN,C,1000,1445.69,0,MALE,Associate,reading,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,21,1,YES,1,1,YES,11350,14330,27190,Suburu,1997,Y,1993
289,34,IL,C,2000,1496.1,0,FEMALE,Masters,exercise,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,14,3,YES,0,3,NO,3300,4120,45100,Chevrolet,2006,Y,1994
125,27,IN,B,1000,1391.21,4000000,MALE,PhD,board-games,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,14,1,NO,1,1,NO,1580,15070,31850,Honda,2008,Y,1999
540,60,IN,B,2000,1781.05,4000000,FEMALE,Associate,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,5,3,YES,1,1,YES,15400,4000,43500,Chevrolet,1983,Y,1998
155,31,OH,A,2000,1677.75,0,FEMALE,MD,dancing,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,16,1,YES,1,2,NO,7200,11970,65220,Mercedes,1998,Y,2010
62,36,IN,C,1000,1516.36,0,MALE,Masters,base-jumping,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,8,3,?,1,3,YES,6730,8720,50490,Suburu,2002,Y,1994
526,60,OH,A,2000,1234.35,1000000,FEMALE,JD,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,0,1,?,2,3,NO,9900,8800,39800,Nissan,2013,Y,1997
250,58,IN,B,1000,1507.68,0,FEMALE,JD,cross-fit,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,10,1,YES,0,0,NO,13040,0,66500,Accura,1999,Y,2003
60,35,OH,B,2000,1148.86,0,FEMALE,PhD,dancing,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,21,4,?,0,3,YES,2500,3700,30500,Suburu,1995,Y,2007
125,46,IL,B,500,1642.41,2000000,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,1,3,?,1,3,NO,14600,0,39500,Dodge,2008,Y,1994
425,58,IN,A,1000,816.88,7000000,MALE,MD,board-games,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,20,2,YES,1,2,YES,12180,20140,57600,Volkswagen,2008,Y,2005
382,58,OH,A,2000,1239.52,2000000,MALE,MD,polo,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,22,4,YES,2,0,YES,17650,11610,38820,Ford,1994,Y,2004
172,24,OH,A,2000,1378.06,0,FEMALE,MD,dancing,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,2,1,YES,1,2,NO,2060,0,44360,Mercedes,1993,Y,2010
232,42,IL,C,2000,717.64,3000000,FEMALE,Associate,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,12,2,?,1,1,NO,4200,2000,9460,Audi,2011,Y,2003
26,31,IN,B,1000,1526.52,0,FEMALE,JD,movies,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,10,1,YES,1,3,YES,5400,7550,58630,Ford,2014,Y,2007
325,72,IL,A,2000,852.88,0,MALE,High School,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,19,3,NO,0,0,YES,16200,9900,36420,Suburu,2000,Y,1994
100,45,IL,A,500,837.83,6000000,FEMALE,MD,bungie-jumping,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,6,2,?,1,3,NO,16900,15000,31160,Accura,2002,Y,1999
214,41,IL,A,2000,1150.63,0,MALE,High School,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,15,3,NO,0,0,YES,20090,6200,51200,Suburu,2001,Y,1994
43,25,IN,C,500,991.2,0,FEMALE,Masters,chess,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,13,2,NO,0,3,YES,7700,11800,58000,Nissan,2006,Y,2009
162,46,IN,B,500,1121.69,1000000,FEMALE,Masters,video-games,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,15,3,?,0,2,YES,4400,18500,58330,BMW,2006,Y,1997
138,55,IL,B,1000,1513.81,0,FEMALE,Associate,polo,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,13,1,?,2,2,YES,7900,5000,48400,Dodge,1996,Y,1996
153,29,IN,B,1000,1279.61,10000000,FEMALE,High School,paintball,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,13,1,YES,1,0,NO,13600,16000,54900,Audi,2013,Y,2011
40,23,IL,A,2000,2048.43,0,MALE,Masters,movies,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,2,1,?,2,0,YES,12300,6340,61900,Volkswagen,2009,Y,2012
91,34,IN,C,1000,1636.72,1000000,MALE,Masters,base-jumping,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,8,2,?,0,2,YES,6940,14000,58740,Suburu,2005,Y,1994
342,53,OH,A,2000,645.46,0,FEMALE,Masters,base-jumping,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,13,2,YES,1,0,NO,9180,7400,47700,Audi,2009,Y,2002
56,23,OH,C,500,1613.71,1000000,MALE,PhD,camping,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,12,2,?,2,3,NO,8600,13040,49830,Honda,2001,Y,2013
142,38,IN,A,1000,1105.19,0,FEMALE,JD,yachting,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,4,1,YES,0,1,NO,9090,16070,61510,Toyota,2004,Y,2000
405,37,IN,C,2000,809.56,0,MALE,Masters,movies,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,8,2,?,1,1,NO,900,6440,39760,Audi,2015,Y,1997
305,55,IL,B,2000,1167.38,0,MALE,JD,chess,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,11,1,YES,1,3,YES,7940,8460,42520,BMW,2001,Y,2004
142,45,OH,B,2000,1386.32,2000000,MALE,College,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,22,2,?,1,0,YES,5200,15070,48000,Jeep,2000,Y,1994
206,44,IL,B,2000,1485.12,0,FEMALE,JD,yachting,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,22,2,?,2,2,NO,5300,8000,43260,Chevrolet,1997,Y,1994
494,66,OH,C,1000,1105.23,1000000,FEMALE,Associate,basketball,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,2,3,?,0,1,YES,380,22300,63200,Saab,2002,Y,1990
189,32,IL,B,500,2020.58,4000000,FEMALE,Associate,polo,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,18,2,?,1,3,YES,16440,1500,42900,Dodge,2002,Y,1996
180,33,IN,B,500,1468.16,1000000,FEMALE,Associate,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,10,5,NO,2,1,YES,5500,8400,32290,Nissan,1997,Y,2012
264,21,OH,B,2000,1280.53,0,FEMALE,PhD,dancing,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,13,3,?,1,3,YES,6400,4900,37090,Suburu,2002,Y,2007
335,39,OH,C,2000,906.62,0,MALE,High School,exercise,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,21,4,?,2,2,NO,9100,13600,48120,Toyota,2008,Y,1993
242,33,OH,B,2000,1377.45,3000000,MALE,PhD,chess,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,18,2,NO,0,0,NO,8320,4730,59650,Ford,2013,Y,2007
60,41,IN,B,500,1307.13,0,FEMALE,Associate,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,10,3,NO,1,2,YES,0,1200,22250,Nissan,2001,Y,2012
246,52,IL,A,1000,977.53,3000000,FEMALE,Masters,paintball,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,21,3,?,1,4,YES,16790,10400,40230,BMW,2007,Y,2008
49,24,IN,A,500,1119.32,1000000,FEMALE,JD,yachting,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,4,2,YES,0,0,NO,8700,12400,28080,Toyota,2006,Y,2000
376,47,IL,B,1000,1410.89,5000000,FEMALE,PhD,board-games,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,4,1,?,1,2,NO,1510,3750,37300,Chevrolet,2010,Y,1990
311,25,OH,B,2000,1035.16,7000000,MALE,MD,chess,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,14,1,NO,0,0,NO,16200,9350,75280,Ford,2008,Y,1991
350,39,IL,C,2000,1374.47,8000000,FEMALE,College,chess,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,14,3,NO,1,1,YES,190,11700,29780,Suburu,2004,Y,2003
387,36,IL,C,2000,1089.83,2000000,FEMALE,MD,chess,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,14,3,NO,0,1,YES,1330,4740,22250,BMW,2005,Y,1995
364,53,IN,A,500,1077.02,5000000,MALE,Associate,board-games,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,7,3,?,1,0,NO,8500,10020,22970,Suburu,2015,Y,2003
180,32,IL,B,500,1002.81,0,FEMALE,College,hiking,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,12,2,YES,2,0,YES,8680,5100,16400,Honda,2003,Y,2011
84,40,IL,B,1000,1492.01,0,FEMALE,Masters,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,13,2,?,0,1,YES,0,6300,37240,Nissan,1999,Y,1998
47,28,IN,B,500,1041.78,7000000,FEMALE,High School,paintball,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,8,1,YES,0,1,NO,21160,15490,57100,Audi,2011,Y,2011
260,24,OH,A,1000,1115.26,0,FEMALE,MD,dancing,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,23,1,YES,1,2,NO,520,10500,44600,Mercedes,1996,Y,2010
286,39,OH,A,2000,1284.79,1000000,FEMALE,MD,cross-fit,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,17,1,NO,0,2,NO,8400,9700,48960,Honda,2001,Y,1998
19,42,OH,A,500,1409.64,1000000,FEMALE,JD,cross-fit,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,17,4,?,1,4,YES,16000,20060,53400,Toyota,2004,Y,1999
324,43,OH,B,2000,1738.25,0,MALE,College,base-jumping,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,11,2,YES,1,2,YES,11700,7200,66650,Honda,2004,Y,2001
429,48,OH,C,500,1252.8,1000000,FEMALE,MD,chess,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,16,1,?,0,0,NO,720,5400,37110,Volkswagen,2002,Y,1991
27,21,IL,B,2000,1484.87,0,MALE,Masters,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,13,4,YES,1,3,YES,11290,5700,47100,Nissan,2011,Y,2014
